Row ID,Transaction Id (PK),Order ID,Order Date,Year,Month,Quarter,Ship Date,Shipping Delay,Shipping Speed,Ship Mode,Customer ID,Customer Name,Customer Type,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Order-Size,Sales Per Unit,Discount,Profit,Profit Margin,Loss Severity,Loss Flag,Order-Level Total Sales (Grouped by Order ID C),Customer Purchase Frequency (Customer ID = L),Total sales per customer,Discount Amount (Sales × Discount)
2122,TXN-002122,CA-2017-158246,11/9/2017,2017,November,Q4,11/11/2017,2,Fast,First Class,JB-15400,Jennifer Braxton,Loyal,Corporate,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,FURNITURE,Chairs,"Global Leather Task Chair, Black",215.98,3,Medium,71.99,20%,-2.7,-0.01,Low Loss,Loss,215.98,16,1791.62,43.2
2123,TXN-002123,CA-2017-167381,9/22/2017,2017,September,Q3,9/24/2017,2,Fast,Second Class,EH-14005,Erica Hernandez,Loyal,Home Office,United States,Lansing,Michigan,48911,Central,FUR-BO-10001972,FURNITURE,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,Medium,120.98,0%,41.13,0.17,Profit,Profit,269.68,11,1219.52,0.0
2124,TXN-002124,CA-2017-167381,9/22/2017,2017,September,Q3,9/24/2017,2,Fast,Second Class,EH-14005,Erica Hernandez,Loyal,Home Office,United States,Lansing,Michigan,48911,Central,OFF-LA-10000134,OFFICE SUPPLIES,Labels,Avery 511,27.72,9,Small,3.08,0%,13.31,0.48,Profit,Profit,269.68,11,1219.52,0.0
2125,TXN-002125,CA-2017-144862,12/1/2017,2017,December,Q4,12/5/2017,4,Normal,Standard Class,EH-14005,Erica Hernandez,Loyal,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,OFFICE SUPPLIES,Envelopes,Quality Park Security Envelopes,104.68,5,Medium,20.94,20%,35.33,0.34,Profit,Profit,167.64,11,1219.52,20.94
2126,TXN-002126,CA-2017-144862,12/1/2017,2017,December,Q4,12/5/2017,4,Normal,Standard Class,EH-14005,Erica Hernandez,Loyal,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,TECHNOLOGY,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.96,7,Small,8.99,40%,9.44,0.15,Profit,Profit,167.64,11,1219.52,25.18
2127,TXN-002127,CA-2014-126032,6/23/2014,2014,June,Q2,6/28/2014,5,Normal,Standard Class,BS-11665,Brian Stugart,Loyal,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,TECHNOLOGY,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.38,3,Small,28.79,20%,1.08,0.01,Profit,Profit,86.38,11,3288.12,17.28
2128,TXN-002128,CA-2015-134859,10/4/2015,2015,October,Q4,10/9/2015,5,Normal,Standard Class,JK-16120,Julie Kriz,Loyal,Home Office,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,FURNITURE,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.94,3,Small,21.65,20%,6.49,0.1,Profit,Profit,85.68,17,2932.49,12.99
2129,TXN-002129,CA-2015-134859,10/4/2015,2015,October,Q4,10/9/2015,5,Normal,Standard Class,JK-16120,Julie Kriz,Loyal,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,OFFICE SUPPLIES,Paper,Xerox 1946,20.74,4,Small,5.18,20%,7.26,0.35,Profit,Profit,85.68,17,2932.49,4.15
2130,TXN-002130,US-2014-114188,5/20/2014,2014,May,Q2,5/22/2014,2,Fast,Second Class,RF-19345,Randy Ferguson,Loyal,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,OFFICE SUPPLIES,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,Small,8.32,0%,9.32,0.28,Profit,Profit,211.66,16,3309.14,0.0
2131,TXN-002131,US-2014-114188,5/20/2014,2014,May,Q2,5/22/2014,2,Fast,Second Class,RF-19345,Randy Ferguson,Loyal,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,OFFICE SUPPLIES,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,Small,4.28,0%,11.94,0.31,Profit,Profit,211.66,16,3309.14,0.0
2132,TXN-002132,US-2014-114188,5/20/2014,2014,May,Q2,5/22/2014,2,Fast,Second Class,RF-19345,Randy Ferguson,Loyal,Corporate,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,FURNITURE,Furnishings,24-Hour Round Wall Clock,139.86,7,Medium,19.98,0%,60.14,0.43,Profit,Profit,211.66,16,3309.14,0.0
2133,TXN-002133,CA-2015-156524,11/20/2015,2015,November,Q4,11/26/2015,6,Normal,Standard Class,DL-12865,Dan Lawera,Loyal,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003883,OFFICE SUPPLIES,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,Small,6.55,0%,9.04,0.46,Profit,Profit,19.65,14,1503.12,0.0
2134,TXN-002134,CA-2015-122210,11/30/2015,2015,November,Q4,12/4/2015,4,Normal,Standard Class,WB-21850,William Brown,Loyal,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,OFFICE SUPPLIES,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.99,3,Medium,51.0,70%,-122.39,-0.8,Low Loss,Loss,258.49,37,6160.1,107.09
2135,TXN-002135,CA-2015-122210,11/30/2015,2015,November,Q4,12/4/2015,4,Normal,Standard Class,WB-21850,William Brown,Loyal,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,OFFICE SUPPLIES,Fasteners,Revere Boxed Rubber Bands by Revere,10.58,7,Small,1.51,20%,-2.38,-0.22,Low Loss,Loss,258.49,37,6160.1,2.12
2136,TXN-002136,CA-2015-122210,11/30/2015,2015,November,Q4,12/4/2015,4,Normal,Standard Class,WB-21850,William Brown,Loyal,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,TECHNOLOGY,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,4,Small,23.73,40%,15.82,0.17,Profit,Profit,258.49,37,6160.1,37.97
2137,TXN-002137,CA-2015-156377,12/31/2015,2015,December,Q4,1/5/2016,5,Normal,Standard Class,TB-21625,Trudy Brown,Loyal,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,FURNITURE,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,Small,2.95,60%,-11.44,-0.78,Low Loss,Loss,18.42,15,2797.68,8.86
2138,TXN-002138,CA-2015-156377,12/31/2015,2015,December,Q4,1/5/2016,5,Normal,Standard Class,TB-21625,Trudy Brown,Loyal,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,OFFICE SUPPLIES,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.66,4,Small,0.92,80%,-5.85,-1.6,Low Loss,Loss,18.42,15,2797.68,2.93
2139,TXN-002139,US-2017-157896,11/16/2017,2017,November,Q4,11/16/2017,0,Fast,Same Day,CB-12415,Christy Brittain,Loyal,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004092,OFFICE SUPPLIES,Paper,Tops Green Bar Computer Printout Paper,146.82,3,Medium,48.94,0%,73.41,0.5,Profit,Profit,146.82,12,1949.21,0.0
2140,TXN-002140,CA-2014-159520,6/6/2014,2014,June,Q2,6/11/2014,5,Normal,Standard Class,GT-14635,Grant Thornton,Occasional,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,OFFICE SUPPLIES,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.54,9,Medium,16.62,20%,50.47,0.34,Profit,Profit,1158.44,6,9351.2,29.91
2141,TXN-002141,CA-2014-159520,6/6/2014,2014,June,Q2,6/11/2014,5,Normal,Standard Class,GT-14635,Grant Thornton,Occasional,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,OFFICE SUPPLIES,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,Small,8.57,0%,4.46,0.26,Profit,Profit,1158.44,6,9351.2,0.0
2142,TXN-002142,CA-2014-159520,6/6/2014,2014,June,Q2,6/11/2014,5,Normal,Standard Class,GT-14635,Grant Thornton,Occasional,Corporate,United States,Long Beach,New York,11561,East,FUR-TA-10003238,FURNITURE,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.76,3,Large,330.59,40%,-347.12,-0.35,High Loss,Loss,1158.44,6,9351.2,396.7
2143,TXN-002143,CA-2016-155481,9/1/2016,2016,September,Q3,9/5/2016,4,Normal,Standard Class,DK-13225,Dean Katz,Loyal,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,OFFICE SUPPLIES,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,Small,5.08,20%,9.91,0.33,Profit,Profit,71.16,19,4802.39,6.1
2144,TXN-002144,CA-2016-155481,9/1/2016,2016,September,Q3,9/5/2016,4,Normal,Standard Class,DK-13225,Dean Katz,Loyal,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,TECHNOLOGY,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.99,2,Small,12.0,40%,-4.8,-0.2,Low Loss,Loss,71.16,19,4802.39,9.6
2145,TXN-002145,CA-2016-155481,9/1/2016,2016,September,Q3,9/5/2016,4,Normal,Standard Class,DK-13225,Dean Katz,Loyal,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,OFFICE SUPPLIES,Fasteners,Staples,16.69,7,Small,2.38,20%,5.42,0.32,Profit,Profit,71.16,19,4802.39,3.34
2146,TXN-002146,US-2016-152051,6/25/2016,2016,June,Q2,6/29/2016,4,Normal,Standard Class,TS-21160,Theresa Swint,Loyal,Corporate,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,FURNITURE,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.06,3,Medium,140.69,30%,-18.09,-0.04,Low Loss,Loss,714.5,17,2163.63,126.62
2147,TXN-002147,US-2016-152051,6/25/2016,2016,June,Q2,6/29/2016,4,Normal,Standard Class,TS-21160,Theresa Swint,Loyal,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,OFFICE SUPPLIES,Binders,GBC Wire Binding Strips,38.09,4,Small,9.52,70%,-27.93,-0.73,Low Loss,Loss,714.5,17,2163.63,26.66
2148,TXN-002148,US-2016-152051,6/25/2016,2016,June,Q2,6/29/2016,4,Normal,Standard Class,TS-21160,Theresa Swint,Loyal,Corporate,United States,York,Pennsylvania,17403,East,OFF-ST-10001713,OFFICE SUPPLIES,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.35,6,Medium,42.39,20%,-50.87,-0.2,Low Loss,Loss,714.5,17,2163.63,50.87
2149,TXN-002149,CA-2014-141607,12/12/2014,2014,December,Q4,12/17/2014,5,Normal,Standard Class,WB-21850,William Brown,Loyal,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,FURNITURE,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,Small,43.31,0%,4.33,0.1,Profit,Profit,43.31,37,6160.1,0.0
2150,TXN-002150,CA-2017-102771,3/31/2017,2017,March,Q1,4/5/2017,5,Normal,Standard Class,DO-13435,Denny Ordway,Loyal,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001536,TECHNOLOGY,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,Small,16.99,0%,22.09,0.26,Profit,Profit,84.95,13,1300.03,0.0
2151,TXN-002151,US-2017-139969,11/19/2017,2017,November,Q4,11/26/2017,7,Slow,Standard Class,AF-10870,Art Ferguson,Loyal,Consumer,United States,College Station,Texas,77840,Central,FUR-CH-10001973,FURNITURE,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.06,3,Medium,77.69,30%,-53.27,-0.23,Low Loss,Loss,233.06,16,2052.91,69.92
2152,TXN-002152,CA-2014-167360,11/24/2014,2014,November,Q4,11/29/2014,5,Normal,Second Class,RB-19435,Richard Bierner,Loyal,Consumer,United States,Saint Louis,Missouri,63116,Central,TEC-AC-10001772,TECHNOLOGY,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,Medium,15.97,0%,43.6,0.39,Profit,Profit,111.79,16,2663.07,0.0
2153,TXN-002153,CA-2015-123505,11/22/2015,2015,November,Q4,11/26/2015,4,Normal,Standard Class,AR-10540,Andy Reiter,Occasional,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10002586,OFFICE SUPPLIES,Paper,Xerox 1970,14.94,3,Small,4.98,0%,7.02,0.47,Profit,Profit,14.94,9,6608.45,0.0
2154,TXN-002154,CA-2016-117282,7/14/2016,2016,July,Q3,7/18/2016,4,Normal,Standard Class,DR-12880,Dan Reichenbach,Loyal,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004094,OFFICE SUPPLIES,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,Small,7.08,20%,5.13,0.36,Profit,Profit,14.16,24,6528.03,2.83
2155,TXN-002155,US-2016-120460,4/30/2016,2016,April,Q2,5/5/2016,5,Normal,Standard Class,BF-11170,Ben Ferrer,Loyal,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10004973,FURNITURE,Furnishings,Flat Face Poster Frame,22.61,3,Small,7.54,60%,-10.17,-0.45,Low Loss,Loss,22.61,27,5907.97,13.57
2156,TXN-002156,CA-2016-111115,7/25/2016,2016,July,Q3,7/27/2016,2,Fast,Second Class,LB-16735,Larry Blacks,Occasional,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10000624,OFFICE SUPPLIES,Fasteners,OIC Binder Clips,21.48,6,Small,3.58,0%,10.74,0.5,Profit,Profit,21.48,3,50.19,0.0
2157,TXN-002157,CA-2014-124646,6/22/2014,2014,June,Q2,6/24/2014,2,Fast,First Class,DV-13465,Dianna Vittorini,Loyal,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,OFFICE SUPPLIES,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,Large,167.27,0%,0.0,0.0,Profit,Profit,663.75,15,3341.58,0.0
2158,TXN-002158,CA-2014-124646,6/22/2014,2014,June,Q2,6/24/2014,2,Fast,First Class,DV-13465,Dianna Vittorini,Loyal,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,OFFICE SUPPLIES,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,Medium,53.98,0%,9.72,0.06,Profit,Profit,663.75,15,3341.58,0.0
2159,TXN-002159,CA-2017-148166,10/21/2017,2017,October,Q4,10/26/2017,5,Normal,Standard Class,NK-18490,Neil Knudson,Loyal,Home Office,United States,Deltona,Florida,32725,South,OFF-AR-10004956,OFFICE SUPPLIES,Art,Newell 33,17.86,4,Small,4.46,20%,2.01,0.11,Profit,Profit,17.86,11,572.05,3.57
2160,TXN-002160,CA-2016-159737,9/3/2016,2016,September,Q3,9/9/2016,6,Normal,Standard Class,CS-11950,Carlos Soltero,Loyal,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004236,OFFICE SUPPLIES,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.81,3,Small,2.94,80%,-14.97,-1.7,Low Loss,Loss,8.81,22,3036.53,7.05
2161,TXN-002161,CA-2016-141019,5/14/2016,2016,May,Q2,5/14/2016,0,Fast,Same Day,LH-17155,Logan Haushalter,Loyal,Consumer,United States,Cincinnati,Ohio,45231,East,FUR-FU-10002937,FURNITURE,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.38,1,Small,79.38,20%,29.77,0.38,Profit,Profit,79.38,19,1739.69,15.88
2162,TXN-002162,CA-2016-101938,1/7/2016,2016,January,Q1,1/12/2016,5,Normal,Standard Class,DW-13480,Dianna Wilson,Loyal,Home Office,United States,Oakland,California,94601,West,OFF-AR-10003696,OFFICE SUPPLIES,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,Small,34.58,0%,10.03,0.29,Profit,Profit,34.58,11,5271.63,0.0
2163,TXN-002163,CA-2017-166296,3/13/2017,2017,March,Q1,3/19/2017,6,Normal,Standard Class,KF-16285,Karen Ferguson,Loyal,Home Office,United States,Manteca,California,95336,West,OFF-PA-10004359,OFFICE SUPPLIES,Paper,Multicolor Computer Printout Paper,314.55,3,Medium,104.85,0%,150.98,0.48,Profit,Profit,314.55,18,10604.26,0.0
2164,TXN-002164,CA-2016-154018,10/13/2016,2016,October,Q4,10/19/2016,6,Normal,Standard Class,HA-14920,Helen Andreada,Loyal,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10002402,TECHNOLOGY,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.98,3,Medium,63.99,20%,24.0,0.13,Profit,Profit,362.35,18,2584.17,38.4
2165,TXN-002165,CA-2016-154018,10/13/2016,2016,October,Q4,10/19/2016,6,Normal,Standard Class,HA-14920,Helen Andreada,Loyal,Consumer,United States,Laredo,Texas,78041,Central,OFF-PA-10000551,OFFICE SUPPLIES,Paper,Array Memo Cubes,8.29,2,Small,4.14,20%,3.0,0.36,Profit,Profit,362.35,18,2584.17,1.66
2166,TXN-002166,CA-2016-154018,10/13/2016,2016,October,Q4,10/19/2016,6,Normal,Standard Class,HA-14920,Helen Andreada,Loyal,Consumer,United States,Laredo,Texas,78041,Central,FUR-FU-10003394,FURNITURE,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,Medium,27.98,60%,-150.41,-1.07,Low Loss,Loss,362.35,18,2584.17,83.95
2167,TXN-002167,CA-2016-154018,10/13/2016,2016,October,Q4,10/19/2016,6,Normal,Standard Class,HA-14920,Helen Andreada,Loyal,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10002067,OFFICE SUPPLIES,Art,Newell 334,15.87,1,Small,15.87,20%,1.19,0.07,Profit,Profit,362.35,18,2584.17,3.17
2168,TXN-002168,CA-2016-154018,10/13/2016,2016,October,Q4,10/19/2016,6,Normal,Standard Class,HA-14920,Helen Andreada,Loyal,Consumer,United States,Laredo,Texas,78041,Central,OFF-BI-10004140,OFFICE SUPPLIES,Binders,Avery Non-Stick Binders,6.29,7,Small,0.9,80%,-11.0,-1.75,Low Loss,Loss,362.35,18,2584.17,5.03
2169,TXN-002169,CA-2017-117870,1/27/2017,2017,January,Q1,1/30/2017,3,Fast,Second Class,JH-15820,John Huston,Occasional,Consumer,United States,Kent,Ohio,44240,East,OFF-AR-10004078,OFFICE SUPPLIES,Art,Newell 312,14.02,3,Small,4.67,20%,1.75,0.12,Profit,Profit,193.98,8,528.92,2.8
2170,TXN-002170,CA-2017-117870,1/27/2017,2017,January,Q1,1/30/2017,3,Fast,Second Class,JH-15820,John Huston,Occasional,Consumer,United States,Kent,Ohio,44240,East,TEC-AC-10000927,TECHNOLOGY,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.98,3,Small,23.99,20%,-9.0,-0.13,Low Loss,Loss,193.98,8,528.92,14.4
2171,TXN-002171,CA-2017-117870,1/27/2017,2017,January,Q1,1/30/2017,3,Fast,Second Class,JH-15820,John Huston,Occasional,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,TECHNOLOGY,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.98,3,Medium,35.99,40%,-27.0,-0.25,Low Loss,Loss,193.98,8,528.92,43.19
2172,TXN-002172,US-2017-137491,11/19/2017,2017,November,Q4,11/25/2017,6,Normal,Standard Class,LC-16930,Linda Cazamias,Loyal,Corporate,United States,San Angelo,Texas,76903,Central,FUR-CH-10004675,FURNITURE,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.31,2,Medium,152.66,30%,-8.72,-0.03,Low Loss,Loss,305.31,14,4492.94,91.59
2173,TXN-002173,CA-2014-152296,8/1/2014,2014,August,Q3,8/3/2014,2,Fast,First Class,IL-15100,Ivan Liston,Loyal,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,OFFICE SUPPLIES,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.75,3,Small,6.58,20%,6.91,0.35,Profit,Profit,19.75,14,5040.74,3.95
2174,TXN-002174,CA-2016-112025,7/30/2016,2016,July,Q3,8/4/2016,5,Normal,Standard Class,LS-16975,Lindsay Shagiari,Loyal,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10002353,OFFICE SUPPLIES,Binders,GBC VeloBind Cover Sets,9.26,3,Small,3.09,80%,-13.9,-1.5,Low Loss,Loss,9.26,22,2988.65,7.41
2175,TXN-002175,CA-2015-132507,7/30/2015,2015,July,Q3,8/3/2015,4,Normal,Second Class,CC-12610,Corey Catlett,Loyal,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000943,OFFICE SUPPLIES,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.79,4,Small,15.45,20%,6.18,0.1,Profit,Profit,61.79,12,2540.63,12.36
2176,TXN-002176,CA-2016-125738,10/15/2016,2016,October,Q4,10/21/2016,6,Normal,Standard Class,PB-18805,Patrick Bzostek,Loyal,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000740,OFFICE SUPPLIES,Paper,Xerox 1982,45.68,2,Small,22.84,0%,21.01,0.46,Profit,Profit,219.12,10,740.36,0.0
2177,TXN-002177,CA-2016-125738,10/15/2016,2016,October,Q4,10/21/2016,6,Normal,Standard Class,PB-18805,Patrick Bzostek,Loyal,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10003001,OFFICE SUPPLIES,Paper,Xerox 1986,60.12,9,Small,6.68,0%,28.86,0.48,Profit,Profit,219.12,10,740.36,0.0
2178,TXN-002178,CA-2016-125738,10/15/2016,2016,October,Q4,10/21/2016,6,Normal,Standard Class,PB-18805,Patrick Bzostek,Loyal,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-BI-10001628,OFFICE SUPPLIES,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,Small,8.34,20%,13.04,0.31,Profit,Profit,219.12,10,740.36,8.34
2179,TXN-002179,CA-2016-125738,10/15/2016,2016,October,Q4,10/21/2016,6,Normal,Standard Class,PB-18805,Patrick Bzostek,Loyal,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001509,OFFICE SUPPLIES,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,Small,8.95,0%,32.94,0.46,Profit,Profit,219.12,10,740.36,0.0
2180,TXN-002180,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000309,OFFICE SUPPLIES,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.23,7,Small,12.18,20%,30.9,0.36,Profit,Profit,4835.97,20,11164.97,17.05
2181,TXN-002181,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003923,OFFICE SUPPLIES,Labels,Alphabetical Labels for Top Tab Filing,44.4,3,Small,14.8,0%,22.2,0.5,Profit,Profit,4835.97,20,11164.97,0.0
2182,TXN-002182,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002084,FURNITURE,Chairs,Hon Mobius Operator's Chair,442.76,4,Medium,110.69,10%,59.04,0.13,Profit,Profit,4835.97,20,11164.97,44.28
2183,TXN-002183,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000488,TECHNOLOGY,Machines,Bady BDG101FRU Card Printer,3999.95,5,Large,799.99,0%,1159.99,0.29,Profit,Profit,4835.97,20,11164.97,0.0
2184,TXN-002184,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001767,TECHNOLOGY,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,Medium,39.99,0%,21.99,0.11,Profit,Profit,4835.97,20,11164.97,0.0
2185,TXN-002185,CA-2016-128818,5/7/2016,2016,May,Q2,5/11/2016,4,Normal,Standard Class,CJ-12010,Caroline Jumper,Loyal,Consumer,United States,New York City,New York,10009,East,FUR-FU-10001940,FURNITURE,Furnishings,Staple-based wall hangings,63.68,8,Small,7.96,0%,28.02,0.44,Profit,Profit,4835.97,20,11164.97,0.0
2186,TXN-002186,CA-2017-124576,8/1/2017,2017,August,Q3,8/4/2017,3,Fast,Second Class,HK-14890,Heather Kirkland,Loyal,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002735,OFFICE SUPPLIES,Binders,GBC Prestige Therm-A-Bind Covers,54.9,2,Small,27.45,20%,18.53,0.34,Profit,Profit,54.9,15,4877.8,10.98
2187,TXN-002187,CA-2016-101378,7/14/2016,2016,July,Q3,7/14/2016,0,Fast,Same Day,RH-19600,Rob Haberlin,Loyal,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,TECHNOLOGY,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,Small,14.5,0%,7.25,0.25,Profit,Profit,29.0,11,2085.74,0.0
2188,TXN-002188,CA-2017-143063,8/10/2017,2017,August,Q3,8/15/2017,5,Normal,Standard Class,IL-15100,Ivan Liston,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,OFF-EN-10003134,OFFICE SUPPLIES,Envelopes,Staple envelope,70.08,6,Small,11.68,0%,35.04,0.5,Profit,Profit,1645.87,14,5040.74,0.0
2189,TXN-002189,CA-2017-143063,8/10/2017,2017,August,Q3,8/15/2017,5,Normal,Standard Class,IL-15100,Ivan Liston,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003708,FURNITURE,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,Medium,60.65,0%,25.47,0.21,Profit,Profit,1645.87,14,5040.74,0.0
2190,TXN-002190,CA-2017-143063,8/10/2017,2017,August,Q3,8/15/2017,5,Normal,Standard Class,IL-15100,Ivan Liston,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10003645,TECHNOLOGY,Phones,Aastra 57i VoIP phone,1454.49,9,Large,161.61,0%,378.17,0.26,Profit,Profit,1645.87,14,5040.74,0.0
2191,TXN-002191,CA-2016-118913,6/25/2016,2016,June,Q2,6/29/2016,4,Normal,Standard Class,AS-10240,Alan Shonely,Loyal,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,OFFICE SUPPLIES,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,Small,20.27,0%,17.03,0.28,Profit,Profit,60.81,13,584.62,0.0
